Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
Paul Skenes,PIT,13.5206,8.3835,21.2674,2.6975,31.45,31.45,0,0,,192.409,770.698,147.225,64.6583,57.6692,14.745,54.4342,,7.0403,242.696,11.3522,2.54618,4.45852,0.689702,0.314904,0.0706297,0.244274683,0.207587,1.04808,0.29324,0.756844,,,2.5985,6.16005,6.05157,10.89000034,,,,,,,1157.1,6.0265625,1068,5.5625,,,,,,,,,,,,,,,,,,,Paul Skenes,33677,694973
Garrett Crochet,BOS,12.8556,8.1408,17.7098,2.96382,31.45,31.45,0,0,,177.303,710.245,138.659,63.4539,58.3883,16.3636,53.4644,,6.1893,221.713,11.2543,2.71388,4.14693,0.830625,0.312165,0.075276,0.236888543,0.213128,1.08359,0.296464,0.760394,,,2.87467,5.03947,5.27162,23.67000008,,,,,,,1018.6,5.75480226,944,5.333333333,,,,,,,,,,,,,,,,,,,Garrett Crochet,27463,676979
Jacob deGrom,TEX,10.4492,6.7386,15.5786,2.81123,25.8,25.8,0,0,,149.603,595.192,112.921,50.6945,46.73,16.348,32.1044,,5.9708,201.127,12.0997,1.93137,6.26479,0.983482,0.33792,0.0539396,0.283980619,0.202687,0.969398,0.284337,0.772328,,,2.66178,4.98287,4.40187,49.81000137,,,,,,,907.4,6.049333333,830,5.533333333,,,,,,,,,,,,,,,,,,,Jacob deGrom,10954,594798
Zack Wheeler,PHI,14.0827,8.9771,21.9814,3.17179,32.8148,32.8148,0,0,,204.535,824.818,168.575,78.3553,72.0823,23.9707,51.5655,,9.475,228.185,10.0407,2.269,4.42515,1.05477,0.276649,0.0625174,0.21413172,0.220712,1.0763,0.282639,0.75991,,,3.35408,4.88411,5.2852,21.64999962,,,,,,,1055.4,5.148292683,986,4.809756098,,,,,,,,,,,,,,,,,,,Zack Wheeler,10310,554430
Tarik Skubal,DET,12.6743,11.1863,20.4903,3.12404,32.8148,32.8148,0,0,,198.512,803.83,166.773,74.9637,68.9065,22.3822,48.8551,,7.5532,226.153,10.2532,2.21496,4.62906,1.01475,0.281344,0.0607779,0.220566396,0.223131,1.08622,0.289426,0.763265,,,3.20621,4.52606,4.88147,13.81000042,,,,,,,1048.8,5.270351759,990,4.974874372,,,,,,,,,,,,,,,,,,,Tarik Skubal,22267,669373
Chris Sale,ATL,13.0163,8.6905,18.6987,3.24408,31.45,31.45,0,0,,187.204,761.007,156.398,72.9692,67.4784,19.5595,45.6378,,10.9751,229.869,11.0512,2.19408,5.03682,0.94034,0.302059,0.0599703,0.242088962,0.222032,1.07923,0.300766,0.73899,,,2.97617,4.48369,4.64876,35.97999954,,,,,,,1021.2,5.460962567,964,5.155080214,,,,,,,,,,,,,,,,,,,Chris Sale,10603,519242
Logan Gilbert,SEA,11.8052,11.1505,20.4769,3.36199,32.6173,32.6173,0,0,,201.893,814.671,174.175,81.476,75.418,24.6941,42.1916,,5.7438,221.193,9.86037,1.88082,5.2426,1.10081,0.271513,0.0517897,0.219722915,0.227165,1.07169,0.286996,0.741994,,,3.27764,4.02885,3.90544,26.36000061,,,,,,,1032.9,5.113366337,983,4.866336634,,,,,,,,,,,,,,,,,,,Logan Gilbert,22250,669302
Dylan Cease,SDP,12.8696,9.4992,18.5728,3.47288,32.6173,32.6173,0,0,,190.792,792.898,154.788,79.2587,73.6221,22.3966,70.7938,,6.0517,229.357,10.8192,3.33947,3.23979,1.05649,0.289265,0.0892849,0.199979685,0.216168,1.18234,0.285143,0.753363,,,3.49657,3.79836,3.80373,47.27000046,,,,,,,966.8,5.061780105,896,4.691099476,,,,,,,,,,,,,,,,,,,Dylan Cease,18525,656302
Tyler Glasnow,LAD,10.9673,6.1102,13.9211,3.11187,24.1,24.1,0,0,,141.031,570.288,112.254,53.1245,48.7634,15.175,43.1056,,3.3529,178.896,11.4164,2.75081,4.15019,0.968402,0.313695,0.0755857,0.238109142,0.214295,1.1016,0.294395,0.762297,,,3.01657,3.72821,3.55553,91.72000122,,,,,,,787.7,5.586524823,730,5.177304965,,,,,,,,,,,,,,,,,,,Tyler Glasnow,14374,607192
Logan Webb,SFG,12.7963,10.4365,20.8823,3.38375,32.8148,32.8148,0,0,,205.312,851.474,202.858,85.4362,77.1915,16.9577,47.3617,,6.0994,180.38,7.90712,2.07614,3.80857,0.743354,0.211845,0.0556232,0.156221792,0.254204,1.21873,0.309486,0.727589,,,3.26425,3.72365,4.22156,98.33999634,,,,,,,981.1,4.785853659,1005,4.902439024,,,,,,,,,,,,,,,,,,,Logan Webb,17995,657277
Cole Ragans,KCR,11.4188,9.2828,16.9572,3.50986,31.64,31.64,0,0,,184.561,774.382,158.956,77.817,71.9762,19.4912,70.8585,,6.1023,212.076,10.3417,3.45536,2.99295,0.950474,0.273865,0.0915033,0.182361402,0.22792,1.2452,0.299375,0.750506,,,3.4922,3.67891,4.06492,45.59999847,,,,,,,914.9,4.945405405,871,4.708108108,,,,,,,,,,,,,,,,,,,Cole Ragans,21846,666142
Sonny Gray,STL,12.5769,9.279,17.708,3.54545,31.64,31.64,0,0,,188.282,778.479,165.569,80.3135,74.1715,22.2769,51.4182,,8.9519,208.381,9.96075,2.45782,4.05267,1.06485,0.267677,0.0660496,0.20162753,0.230563,1.15246,0.293963,0.735598,,,3.45301,3.53748,3.69563,122.0500031,,,,,,,925,4.920212766,890,4.734042553,,,,,,,,,,,,,,,,,,,Sonny Gray,12768,543243
Nathan Eovaldi,TEX,11.5524,9.2947,18.3158,3.49772,29.9,29.9,0,0,,185.181,759.202,167.814,78.1628,71.9678,21.5973,44.4184,,6.4574,185.653,9.02296,2.15878,4.17965,1.04965,0.244537,0.0585067,0.186030719,0.236916,1.14608,0.291805,0.736661,,,3.50175,3.52742,3.69852,203.2899933,,,,,,,883.6,4.776216216,861,4.654054054,,,,,,,,,,,,,,,,,,,Nathan Eovaldi,9132,543135
Pablo López,MIN,12.5385,11.1228,18.6496,3.59117,32.6173,32.6173,0,0,,196.732,813.572,183.473,86.7901,78.4999,25.0446,47.02,,8.1319,200.392,9.16742,2.15104,4.26185,1.14573,0.246311,0.0577945,0.188516807,0.241915,1.17161,0.297248,0.735314,,,3.62523,3.51068,3.44481,73.29000092,,,,,,,909.5,4.616751269,895,4.543147208,,,,,,,,,,,,,,,,,,,Pablo Lopez,17085,641154
Spencer Strider,ATL,9.912,6.1477,13.6905,3.21503,23.25,23.25,0,0,,134.764,548.268,104.102,51.9636,48.1413,14.9064,44.7403,,5.5534,179.357,11.978,2.9879,4.00884,0.995497,0.327133,0.081603,0.245530292,0.209052,1.10447,0.293687,0.757023,,,3.06223,3.41742,3.31856,101.0100021,,,,,,,749.1,5.548888889,685,5.074074074,,,,,,,,,,,,,,,,,,,Spencer Strider,27498,675911
Hunter Greene,CIN,9.786,10.7765,15.1576,3.98909,29.9,29.9,0,0,,176.752,741.511,147.344,83.1603,78.3422,26.9788,61.6714,,10.9551,215.025,10.9488,3.14023,3.48662,1.37373,0.289982,0.0831699,0.206812292,0.220284,1.18254,0.281965,0.734942,,,3.95037,3.33699,3.33043,94.69999695,,,,,,,806.5,4.556497175,745,4.209039548,,,,,,,,,,,,,,,,,,,Hunter Greene,22182,668881
Freddy Peralta,MIL,10.6587,10.81,16.794,3.60041,31.45,31.45,0,0,,184.169,760.095,149.592,78.9277,73.6759,25.0459,60.9876,,7.8115,216.242,10.5673,2.98036,3.54566,1.22395,0.284493,0.0802368,0.204255916,0.216393,1.1434,0.276763,0.750087,,,3.70681,3.33053,3.70341,103.5599976,,,,,,,889.1,4.832065217,820,4.456521739,,,,,,,,,,,,,,,,,,,Freddy Peralta,18679,642547
Corbin Burnes,ARI,11.5863,9.3942,17.3148,3.7273,30.45,30.45,0,0,,184.875,777.036,174.242,85.1654,76.5648,21.0376,54.9933,,6.8232,192.279,9.36046,2.67716,3.49641,1.02414,0.247452,0.0707732,0.176678941,0.24362,1.23995,0.305246,0.721133,,,3.56881,3.3273,3.24001,37.04999924,,,,,,,856.3,4.628648649,850,4.594594595,,,,,,,,,,,,,,,,,,,Corbin Burnes,19361,669203
Hunter Brown,HOU,11.5255,9.7508,16.9238,3.60148,29.9,29.9,0,0,,172.605,717.832,153.942,76.1898,69.0703,18.3403,58.6809,,6.11,185.471,9.67088,3.05975,3.16068,0.956304,0.258377,0.0817474,0.17662964,0.235731,1.23185,0.301854,0.729797,,,3.52484,3.30302,2.99784,98.58000183,,,,,,,833.4,4.81734104,806,4.658959538,,,,,,,,,,,,,,,,,,,Hunter Brown,25880,686613
Framber Valdez,HOU,12.4405,9.7222,19.0448,3.47638,29.9,29.9,0,0,,188.239,782.719,172.473,79.9618,72.7102,17.1715,64.5412,,9.327,183.681,8.78205,3.08581,2.84594,0.820995,0.23467,0.0824577,0.152212352,0.243314,1.25911,0.305713,0.737425,,,3.57804,3.23981,3.54681,61.90000153,,,,,,,880.9,4.685638298,865,4.60106383,,,,,,,,,,,,,,,,,,,Framber Valdez,17295,664285
MacKenzie Gore,WSN,10.2746,11.0776,16.1698,3.63422,31.64,31.64,0,0,,178.717,748.102,154.608,77.7544,72.1663,21.7027,64.532,,8.3473,204.569,10.3019,3.24976,3.17003,1.09293,0.27345,0.086261,0.187189206,0.228973,1.22618,0.296035,0.749038,,,3.67922,3.17414,3.41547,200.7899933,,,,,,,842,4.703910615,800,4.469273743,,,,,,,,,,,,,,,,,,,MacKenzie Gore,22201,669022
Sandy Alcantara,MIA,10.7219,10.6296,17.3638,3.76553,29.9,29.9,0,0,,187.569,782.361,178.814,85.3209,78.4774,20.3953,50.7273,,7.0417,175.31,8.4118,2.43402,3.45593,0.978615,0.224078,0.0648387,0.15923965,0.246779,1.22377,0.299532,0.717557,,,3.63471,3.15106,3.52862,137.6499939,,,,,,,855.8,4.55212766,856,4.553191489,,,,,,,,,,,,,,,,,,,Sandy Alcantara,18684,645261
Max Fried,NYY,11.3375,8.4294,16.7412,3.45711,29.08,29.08,0,0,,173.086,734.567,167.728,77.2034,66.4863,17.1238,50.0858,,8.7431,162.905,8.47064,2.60433,3.25252,0.890393,0.22177,0.0681841,0.153585978,0.248214,1.25842,0.303815,0.725392,,,3.58989,3.14485,3.01376,96.06999969,,,,,,,783.3,4.527745665,793,4.583815029,,,,,,,,,,,,,,,,,,,Max Fried,13743,608331
Yoshinobu Yamamoto,LAD,11.5569,7.4225,14.1649,3.46985,28.18,28.18,0,0,,159.479,657.664,143.182,66.7948,61.4855,19.3575,44.5755,,4.9019,174.066,9.82315,2.51556,3.90496,1.09241,0.264673,0.0677785,0.196894012,0.235424,1.17731,0.298542,0.752925,,,3.49222,3.14245,3.18075,59.34999847,,,,,,,769.1,4.837106918,746,4.691823899,,,,,,,,,,,,,,,,,,,Yoshinobu Yamamoto,33825,808967
Cristopher Sánchez,PHI,10.8987,8.577,15.6752,3.45656,29.08,29.08,0,0,,168.496,702.694,161.77,71.4263,64.7129,17.0516,48.9427,,5.5279,152.884,8.16613,2.61422,3.12374,0.910791,0.217569,0.0696501,0.147918724,0.249558,1.25055,0.302575,0.745482,,,3.6372,3.10712,3.52637,144.0599976,,,,,,,753.9,4.4875,760,4.523809524,,,,,,,,,,,,,,,,,,,Cristopher Sanchez,20778,650911
Aaron Nola,PHI,11.3,10.7479,16.7513,3.98366,30.64,30.64,0,0,,185.59,773.131,177.147,88.4107,82.1473,27.6344,43.1535,,6.893,188.682,9.14994,2.09269,4.37234,1.3401,0.244049,0.0558165,0.188232277,0.244989,1.18703,0.295032,0.726217,,,3.87785,3.09198,2.89292,88.30000305,,,,,,,799.8,4.3,794,4.268817204,,,,,,,,,,,,,,,,,,,Aaron Nola,16149,605400
Michael King,SDP,11.9478,9.3617,15.7254,3.61202,31.45,31.45,0,0,,176.421,743.457,151.34,76.631,70.8041,21.2854,67.4455,,8.2773,198.318,10.117,3.44068,2.94042,1.08586,0.266751,0.0907188,0.176032253,0.226647,1.24013,0.290216,0.752196,,,3.77436,3.08153,3.02989,62.72000122,,,,,,,822.5,4.673295455,778,4.420454545,,,,,,,,,,,,,,,,,,,Michael King,19853,650633
George Kirby,SEA,9.4667,8.7864,14.4449,3.54718,26.35,26.35,0,0,,152.068,621.446,143.206,65.0156,59.9347,19.7294,23.6783,,6.0603,144.995,8.58141,1.40138,6.12354,1.16767,0.233319,0.0381019,0.195216965,0.242022,1.09744,0.289185,0.731484,,,3.53282,2.98148,3.01183,100.8399963,,,,,,,707,4.651315789,700,4.605263158,,,,,,,,,,,,,,,,,,,George Kirby,25436,669923
Joe Ryan,MIN,9.595,9.6383,13.716,3.83053,28.35,28.35,0,0,,161.849,666.379,144.586,73.0729,68.8852,24.8465,34.6999,,11.2178,180.575,10.0413,1.92957,5.20391,1.38165,0.270979,0.0520723,0.218907084,0.23303,1.10774,0.288501,0.735034,,,3.78192,2.98047,2.67419,93.91999817,,,,,,,738.3,4.557407407,709,4.37654321,,,,,,,,,,,,,,,,,,,Joe Ryan,21390,657746
Shota Imanaga,CHC,11.495,9.1381,17.1986,3.5339,29.54,29.54,0,0,,179.759,739.927,159.544,75.8199,70.5833,24.6855,44.5318,,5.402,175.857,8.80466,2.22958,3.94903,1.23593,0.237668,0.060184,0.177484263,0.231225,1.13527,0.275529,0.756599,,,3.82847,2.94093,3.50931,78.08999634,,,,,,,810.5,4.502777778,777,4.316666667,,,,,,,,,,,,,,,,,,,Shota Imanaga,33829,684007
Blake Snell,LAD,12.0343,8.1056,14.7851,3.58697,29.72,29.72,0,0,,168.868,722.262,140.013,77.5636,67.3028,19.929,80.0422,,4.7338,206.266,10.9931,4.26593,2.57696,1.06214,0.285583,0.110822,0.174761645,0.219633,1.30312,0.291968,0.741547,,,3.76383,2.93261,2.63674,44.50999832,,,,,,,797.6,4.719526627,742,4.390532544,,,,,,,,,,,,,,,,,,,Blake Snell,13543,605483
Zac Gallen,ARI,11.3414,10.0723,15.4724,3.87405,29.9,29.9,0,0,,173.411,736.35,162.583,80.4804,74.6446,19.8557,55.3632,,6.3404,185.916,9.64901,2.87335,3.35811,1.03051,0.252483,0.075186,0.177296661,0.24099,1.25682,0.304404,0.72294,,,3.57824,2.86767,2.97443,119.8899994,,,,,,,799.4,4.620809249,794,4.589595376,,,,,,,,,,,,,,,,,,,Zac Gallen,19291,668678
Shane McClanahan,TBR,9.3448,7.6723,13.2473,3.43389,31.1037,23.4,0,0.6571,,144.069,592.413,126.652,59.9183,54.9685,16.9386,42.7731,,4.1724,159.17,9.94339,2.67204,3.72127,1.05816,0.268681,0.0722015,0.19647947,0.23219,1.176,0.297037,0.751534,,,3.46285,2.82934,2.92772,154.2700043,,,,,,,707.3,4.911805556,680,4.722222222,,,,,,,,,,,,,,,,,,,Shane McClanahan,21483,663556
Kodai Senga,NYM,10.1924,9.2958,14.4602,3.70602,33.6637,25.96,0,0.6433,,164.854,696.578,140.412,75.5251,67.8838,19.8329,66.2471,,6.0764,184.814,10.0896,3.61667,2.78976,1.08275,0.265316,0.0951036,0.170212671,0.224927,1.25359,0.287361,0.73303,,,3.80444,2.79124,2.3359,155.4199982,,,,,,,769,4.660606061,723,4.381818182,,,,,,,,,,,,,,,,,,,Kodai Senga,31838,673540
Spencer Schwellenbach,ATL,11.0101,8.6914,16.5799,3.70001,28.9,28.9,0,0,,174.143,722.35,163.122,77.621,71.5922,20.6584,43.5821,,8.7188,166.26,8.5926,2.2524,3.81486,1.06766,0.230165,0.0603338,0.16983138,0.243448,1.18698,0.294876,0.726074,,,3.70019,2.76706,3.21554,78.30000305,,,,,,,778.5,4.474137931,770,4.425287356,,,,,,,,,,,,,,,,,,,Spencer Schwellenbach,31846,680885
Yusei Kikuchi,LAA,10.471,11.0028,17.188,3.86122,31.64,31.64,0,0,,181.924,753.495,160.117,83.6184,78.05,27.4945,59.504,,5.7332,200.132,9.90077,2.94373,3.36334,1.36018,0.265605,0.0789707,0.186634816,0.232641,1.20721,0.287914,0.750861,,,4.0068,2.73704,3.00314,170.3899994,,,,,,,800.7,4.399450549,761,4.181318681,,,,,,,,,,,,,,,,,,,Yusei Kikuchi,20633,579328
Roki Sasaki,LAD,8.9249,6.5238,11.1013,3.68315,25.1,25.1,0,0,,129.266,544.948,107.868,56.8281,52.9006,15.6508,53.412,,5.9144,157.513,10.9667,3.71875,2.94902,1.08967,0.289042,0.098013,0.191029243,0.222123,1.24766,0.295134,0.749463,,,3.68025,2.72608,2.28704,999,,,,,,,616,4.775193798,576,4.465116279,,,,,,,,,,,,,,,,,,,Roki Sasaki,35323,808963
Carlos Rodón,NYY,11.9372,10.6312,14.9783,3.97903,31.64,31.64,0,0,,183.247,767.629,157.856,86.0415,81.0161,28.2358,61.4437,,7.4742,207.752,10.2035,3.01775,3.38117,1.38678,0.270641,0.0800435,0.190597162,0.225924,1.19674,0.280124,0.741272,,,4.03043,2.69544,2.70206,140.9100037,,,,,,,811,4.431693989,763,4.169398907,,,,,,,,,,,,,,,,,,,Carlos Rodon,16137,607074
Kevin Gausman,TOR,12.2035,10.4835,17.8002,3.90783,31.6173,31.6173,0,0,,190.873,800.739,178.075,89.1584,82.8775,25.6534,53.9449,,4.7371,188.372,8.88209,2.5436,3.49193,1.20961,0.235248,0.0673689,0.167878777,0.239975,1.21558,0.288661,0.728495,,,3.86221,2.69372,2.77474,166.6600037,,,,,,,829.8,4.344502618,816,4.272251309,,,,,,,,,,,,,,,,,,,Kevin Gausman,14107,592332
Brady Singer,CIN,10.4473,10.0693,14.6948,4.03762,28.9,28.9,0,0,,170.689,724.725,166.371,82.9142,76.5754,23.58,49.4826,,8.4536,164.801,8.68954,2.60909,3.33049,1.24331,0.227398,0.0682778,0.159120634,0.249511,1.2646,0.298472,0.727075,,,4.04964,2.60705,2.93317,331.2399902,,,,,,,697.6,4.079532164,702,4.105263158,,,,,,,,,,,,,,,,,,,Brady Singer,25377,663903
Nick Pivetta,SDP,10.3902,8.7151,14.0337,3.7176,27.35,27.35,0,0,,156.528,642.737,130.361,69.0483,64.6565,22.5587,48.8723,,4.8297,174.713,10.0456,2.81005,3.57489,1.29708,0.271826,0.0760378,0.195788659,0.221312,1.14505,0.275171,0.746252,,,3.83692,2.58479,2.66806,173.7200012,,,,,,,728.9,4.642675159,674,4.292993631,,,,,,,,,,,,,,,,,,,Nick Pivetta,15454,601713
Zach Eflin,BAL,11.3373,10.4036,17.2801,3.92151,29.9,29.9,0,0,,180.218,744.453,182.248,84.6346,78.5253,26.131,30.3798,,5.6068,148.166,7.39934,1.51715,4.87714,1.30497,0.199027,0.0408082,0.158218976,0.257243,1.17983,0.292261,0.727051,,,4.00618,2.57883,2.38033,192.4199982,,,,,,,727,4.038888889,750,4.166666667,,,,,,,,,,,,,,,,,,,Zach Eflin,13774,621107
Tanner Bibee,CLE,10.9384,9.8064,15.0701,3.77532,29.08,29.08,0,0,,172.499,720.976,155.835,77.694,72.3598,23.6376,50.2706,,7.3448,172.449,8.99741,2.62283,3.43042,1.23327,0.239189,0.0697258,0.169462912,0.234917,1.19482,0.282912,0.742208,,,3.95046,2.53904,2.7375,88.16000366,,,,,,,745,4.331395349,721,4.191860465,,,,,,,,,,,,,,,,,,,Tanner Bibee,30134,676440
Luis Castillo,SEA,11.4717,11.3171,17.6464,3.6682,31.45,31.45,0,0,,188.363,785.995,168.633,82.8499,76.7726,25.0569,55.3184,,7.7391,187.265,8.94755,2.64312,3.38522,1.19722,0.238252,0.0703801,0.16787219,0.23326,1.18893,0.281182,0.747075,,,3.91175,2.4735,2.75882,100.8899994,,,,,,,829.3,4.411170213,800,4.255319149,,,,,,,,,,,,,,,,,,,Luis Castillo,15689,622491
Brandon Woodruff,MIL,9.0977,8.4773,14.1264,3.75689,24.8,24.8,0,0,,149.908,620.479,134.415,67.2928,62.5764,20.7683,40.7351,,6.1154,160.547,9.63872,2.44561,3.94124,1.24686,0.258746,0.0656511,0.193095185,0.234324,1.16838,0.289683,0.738372,,,3.76315,2.45296,2.66311,254.5399933,,,,,,,684.3,4.562,658,4.386666667,,,,,,,,,,,,,,,,,,,Brandon Woodruff,16162,605540
Seth Lugo,KCR,10.3388,10.893,16.0209,4.21994,30.64,30.64,0,0,,187.496,799.565,190.132,94.7195,87.9137,23.7649,56.2895,,7.4035,163.655,7.85559,2.70195,2.90738,1.14074,0.20468,0.0704002,0.134279765,0.258376,1.31427,0.303339,0.711712,,,4.08763,2.3953,2.4308,179.7299957,,,,,,,733.6,3.922994652,762,4.07486631,,,,,,,,,,,,,,,,,,,Seth Lugo,12447,607625
Mitch Keller,PIT,10.521,11.1894,15.5647,4.1574,30.45,30.45,0,0,,180.223,766.909,177.231,89.6372,83.2513,21.5286,56.201,,10.2161,161.18,8.049,2.80657,2.86792,1.0751,0.210168,0.0732825,0.136885591,0.253009,1.29524,0.300709,0.707331,,,4.03631,2.38851,2.48167,298.9200134,,,,,,,725.2,4.028888889,738,4.1,,,,,,,,,,,,,,,,,,,Mitch Keller,17594,656605
Nick Lodolo,CIN,9.0958,8.9652,13.3959,3.78811,25.25,25.25,0,0,,145.873,612.196,133.665,67.0995,61.3984,19.1631,41.192,,12.7973,144.719,8.92875,2.54144,3.51327,1.18231,0.236393,0.0672856,0.169107124,0.239454,1.19869,0.290375,0.72795,,,4.00043,2.37656,2.89643,235.9799957,,,,,,,626.3,4.289726027,611,4.184931507,,,,,,,,,,,,,,,,,,,Nick Lodolo,26378,666157
Ranger Suárez,PHI,9.9084,8.289,12.7065,3.64473,36.5156,24.96,0,0.5782,,152.092,641.013,145.742,67.688,61.5926,16.1137,49.1897,,5.1025,138.653,8.20475,2.91079,2.81874,0.953524,0.216303,0.0767374,0.139565498,0.248401,1.28167,0.300097,0.73819,,,3.79142,2.35735,2.55082,278.0299988,,,,,,,668.4,4.397368421,672,4.421052632,,,,,,,,,,,,,,,,,,,Ranger Suarez,17277,624133
Jack Flaherty,DET,9.7974,9.7344,14.8904,3.74764,29.08,29.08,0,0,,168.811,712.995,151.68,76.0529,70.2935,21.3321,54.2068,,9.0197,176.604,9.41548,2.88999,3.25796,1.1373,0.247693,0.0760269,0.171666011,0.233437,1.21963,0.288487,0.737601,,,3.84054,2.34926,2.763,138.3800049,,,,,,,762.1,4.509467456,737,4.360946746,,,,,,,,,,,,,,,,,,,Jack Flaherty,17479,656427
Germán Márquez,COL,7.6741,10.8829,12.0764,4.63758,27.52,27.52,0,0,,160.551,692.214,173.806,88.7826,82.73,22.8876,50.5858,,5.1694,133.11,7.46173,2.83568,2.63137,1.28301,0.192296,0.0730783,0.11921791,0.273083,1.39763,0.314112,0.705016,,,4.40337,2.31732,2.21842,623.6199951,,,,,,,554.1,3.441614907,604,3.751552795,,,,,,,,,,,,,,,,,,,German Marquez,15038,608566
Taj Bradley,TBR,10.816,9.7812,15.3473,3.96648,29.08,29.08,0,0,,170.254,713.725,155.105,80.5331,75.0344,23.9755,54.6792,,6.7779,181.222,9.57975,2.89046,3.31427,1.26739,0.25391,0.076611,0.177298538,0.237794,1.23218,0.293309,0.733471,,,3.95124,2.30703,2.04603,198.1100006,,,,,,,735.8,4.328235294,714,4.2,,,,,,,,,,,,,,,,,,,Taj Bradley,22543,671737
Tanner Houck,BOS,10.3211,11.1624,13.9915,4.15915,40.4247,29.9,0,0.5954,,183.076,784.252,187.169,91.7056,84.6046,20.6726,60.0515,,11.6985,162.346,7.98092,2.95212,2.70345,1.01626,0.207008,0.0765717,0.130436376,0.262692,1.35037,0.31445,0.712459,,,4.03661,2.29552,2.47482,225.7299957,,,,,,,721.7,3.943715847,754,4.120218579,,,,,,,,,,,,,,,,,,,Tanner Houck,19879,656557
Clay Holmes,NYM,10.0809,9.202,12.6617,3.5237,46.5852,25.4,0,0.6433,,165.956,720.204,157.372,73.9495,64.9753,12.2761,71.8218,,9.5449,157.105,8.52003,3.89499,2.18743,0.66575,0.21814,0.0997242,0.118415609,0.246342,1.38106,0.309073,0.73226,,,3.70565,2.29027,2.46394,205.6499939,,,,,,,744.6,4.485542169,746,4.493975904,,,,,,,,,,,,,,,,,,,Clay Holmes,13649,605280
José Soriano,LAA,9.6275,8.661,13.7183,3.69915,25.96,25.96,0,0,,150.721,641.955,137.265,67.9203,61.949,14.8077,63.0333,,8.5905,145.743,8.70273,3.7639,2.31216,0.88421,0.22703,0.0981896,0.128840186,0.240676,1.32893,0.298836,0.737205,,,3.93535,2.27439,2.6715,324.3900146,,,,,,,652.7,4.322516556,636,4.21192053,,,,,,,,,,,,,,,,,,,Jose Soriano,22100,667755
Jesús Luzardo,PHI,10.7061,8.688,11.9467,3.88955,39.4415,25.96,0,0.5782,,158.893,670.82,143.609,73.749,68.669,23.0385,55.3509,,5.7454,175.463,9.93857,3.13519,3.17001,1.30495,0.261565,0.0825123,0.179052345,0.235531,1.25217,0.2932,0.751088,,,3.99637,2.26169,2.45444,235.1100006,,,,,,,690.3,4.341509434,667,4.194968553,,,,,,,,,,,,,,,,,,,Jesus Luzardo,19959,666200
Shohei Ohtani,LAD,8.136,5.6402,10.9214,3.51834,20.02,20.02,0,0,,114.817,474.646,96.9115,48.5725,44.8849,14.209,37.5122,,5.4356,134.837,10.5693,2.94042,3.59448,1.11378,0.284079,0.079032,0.205046736,0.224489,1.17077,0.292594,0.749589,,,3.54871,2.2361,2.30051,1.549999952,,,,,,,567.6,4.935652174,534,4.643478261,,,,,,,,,,,,,,,,,,,Shohei Ohtani,19755,660271
Brayan Bello,BOS,9.0667,9.0123,12.4098,4.06631,26.35,26.35,0,0,,148.805,637.827,148.182,73.3469,67.232,15.6839,53.4901,,6.6844,137.15,8.29508,3.23518,2.56403,0.94859,0.215027,0.083863,0.131164089,0.256525,1.35528,0.311894,0.71405,,,3.90647,2.21071,1.96378,372.8999939,,,,,,,615,4.127516779,631,4.234899329,,,,,,,,,,,,,,,,,,,Brayan Bello,23920,678394
Chris Bassitt,TOR,11.1839,10.3213,15.4996,4.03679,30.45,30.45,0,0,,177.367,760.277,172.737,85.8369,79.5547,21.81,60.7303,,10.425,165.394,8.39249,3.0816,2.72342,1.10669,0.217545,0.0798792,0.137665734,0.250662,1.31629,0.3007,0.727482,,,4.10356,2.2033,2.19866,344.0499878,,,,,,,706.4,3.990960452,716,4.04519774,,,,,,,,,,,,,,,,,,,Chris Bassitt,12304,605135
Justin Steele,CHC,12.1889,9.8962,14.8659,3.93514,30.54,30.54,0,0,,174.986,728.078,167.412,82.2439,76.5107,23.3903,47.8079,,7.2888,167.45,8.61236,2.45888,3.50255,1.20302,0.229989,0.0656632,0.164325386,0.248762,1.22993,0.298713,0.728742,,,3.93491,2.18179,2.51974,118.0599976,,,,,,,746.9,4.268,745,4.257142857,,,,,,,,,,,,,,,,,,,Justin Steele,17312,657006
Brandon Pfaadt,ARI,9.2649,9.5438,12.5344,4.05593,34.4111,25.8,0,0.6194,,154.044,644.991,150.447,74.2809,69.4213,21.393,37.6106,,5.6717,149.626,8.74186,2.1974,3.97828,1.24988,0.231981,0.0583118,0.173669074,0.250034,1.22081,0.299646,0.719617,,,3.87215,2.03422,2.2662,178.5399933,,,,,,,663.3,4.307142857,669,4.344155844,,,,,,,,,,,,,,,,,,,Brandon Pfaadt,27782,694297
