Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Paul Skenes","PIT",13.1876,8.6522,21.1326,2.79206,30.78,30.78,0,0,,188.104,758.791,146.923,64.556,58.3554,15.55,55.322,0.4363,7.5204,241.243,11.5424,2.64692,4.3607,0.744,0.31793,0.0729081,0.24502214044332504,0.211112,1.07518,0.299149,0.762926,0.470836,,2.67841,5.78433,5.78391,10.890000343322754,,,,,,,1105.2,5.87872340425532,1025,5.452127659574468,4.2,3.73,3.43,3.19,2.98,2.78,2.59,2.38,2.11,3.71,3.47,3.31,3.17,3.05,2.94,2.82,2.69,2.52,"Paul Skenes","33677",694973
"Jacob deGrom","TEX",11.1619,6.8446,16.5137,2.87758,25.92,25.92,0,0,,152.018,602.288,116.164,52.7048,48.6047,17.2118,30.2644,0.3017,4.9255,205.946,12.1927,1.79176,6.80488,1.019,0.341939,0.050249,0.29168983548879623,0.204839,0.963233,0.287701,0.766142,0.383545,,2.62333,5.12062,4.24416,49.810001373291016,,,,,,,921.1,6.059868421052632,846,5.565789473684211,4.34,3.82,3.48,3.22,2.99,2.78,2.57,2.34,2.06,3.77,3.52,3.35,3.21,3.08,2.96,2.84,2.7,2.52,"Jacob deGrom","10954",594798
"Tarik Skubal","DET",13.2526,9.5175,21.6366,2.91799,32,32,0,0,,196.234,787.14,160.241,69.8739,63.6232,19.885,45.2118,0.3015,7.9863,228.364,10.4736,2.07358,5.05099,0.912,0.290119,0.0574381,0.23268098756670952,0.21833,1.04698,0.288981,0.763336,0.435306,,2.96963,5.00573,5.11981,13.8100004196167,,,,,,,1085.4,5.5377551020408164,1017,5.188775510204081,4.27,3.83,3.55,3.32,3.12,2.93,2.74,2.54,2.28,3.72,3.53,3.4,3.29,3.19,3.09,2.99,2.88,2.73,"Tarik Skubal","22267",669373
"Garrett Crochet","BOS",12.5229,8.278,17.4088,3.02912,30.78,30.78,0,0,,170.138,683.286,132.667,62.4859,57.2632,16.5979,51.8293,0.3922,6.5315,220.163,11.6462,2.74168,4.24785,0.878,0.322212,0.075853,0.24635890871286392,0.212293,1.08439,0.299021,0.756611,0.440866,,2.87571,4.79568,4.99344,23.670000076293945,,,,,,,966.1000000000001,5.682941176470589,892,5.247058823529412,4.48,3.99,3.67,3.41,3.19,2.98,2.78,2.55,2.27,3.92,3.68,3.52,3.39,3.27,3.16,3.04,2.91,2.73,"Garrett Crochet","27463",676979
"Zack Wheeler","PHI",13.4158,9.4821,20.5627,3.3286,32,32,0,0,,198.518,809.617,171.079,79.988,73.4208,22.9619,51.0714,0.8177,8.6589,212.414,9.63,2.31537,4.15916,1.041,0.262364,0.0630809,0.19928300380706787,0.22814,1.11904,0.287879,0.748208,0.42617,,3.43279,4.59274,4.75069,21.649999618530273,,,,,,,989.1000000000003,4.970351758793971,940,4.723618090452261,4.72,4.27,3.97,3.74,3.53,3.33,3.13,2.92,2.64,4.12,3.93,3.8,3.7,3.6,3.51,3.41,3.3,3.15,"Zack Wheeler","10310",554430
"Chris Sale","ATL",13.8375,7.8881,19.9686,3.0719,30.78,30.78,0,0,,186.772,754.33,152.556,69.5313,63.7495,19.4243,47.3953,0.522,8.9743,229.899,11.0782,2.28384,4.85068,0.936,0.304773,0.062831,0.24194198101758957,0.218574,1.07056,0.296747,0.754932,0.42585,,2.96209,4.50459,4.95722,35.97999954223633,,,,,,,1044.3,5.584491978609625,980,5.240641711229946,4.47,4.01,3.7,3.46,3.25,3.05,2.85,2.63,2.36,3.91,3.7,3.55,3.43,3.32,3.22,3.11,2.98,2.82,"Chris Sale","10603",519242
"Tyler Glasnow","LAD",10.5263,6.4217,14.7658,3.21675,24.3,24.3,0,0,,143.689,579.623,116.739,55.9669,51.3567,16.141,40.7933,0.2429,3.5566,178.128,11.1571,2.55511,4.3666,1.011,0.307317,0.070379,0.2369379922747612,0.218092,1.09634,0.295004,0.752699,0.448947,,3.07341,3.67863,3.45011,91.72000122070312,,,,,,,785.6000000000001,5.455555555555557,733,5.090277777777778,4.77,4.24,3.89,3.62,3.38,3.15,2.93,2.69,2.39,4.09,3.87,3.71,3.59,3.48,3.37,3.25,3.12,2.95,"Tyler Glasnow","14374",607192
"Sonny Gray","STL",12.0984,9.5996,18.5047,3.4079,30.78,30.78,0,0,,184.766,764.125,164.331,76.4681,69.9625,19.6878,51.486,0.4317,6.8282,197.343,9.61265,2.5079,3.83294,0.959,0.25826,0.067379,0.19088107347488403,0.232826,1.16806,0.295927,0.740217,0.447403,,3.36239,3.67496,3.95022,122.05000305175781,,,,,,,916.6,4.954594594594595,885,4.783783783783784,4.88,4.41,4.1,3.85,3.63,3.42,3.21,2.98,2.69,4.26,4.06,3.92,3.81,3.7,3.6,3.49,3.37,3.21,"Sonny Gray","12768",543243
"Cole Ragans","KCR",12.0312,9.5429,17.8349,3.50334,30.78,30.78,0,0,,182.633,763.195,156.073,77.1751,71.0916,19.3591,68.9738,0.5503,6.4818,207.346,10.2178,3.39898,3.00615,0.954,0.271681,0.0903751,0.18130594491958618,0.226937,1.23224,0.296538,0.747038,0.407633,,3.51331,3.63522,4.08801,45.599998474121094,,,,,,,903.9,4.939344262295082,857,4.683060109289618,4.99,4.5,4.18,3.93,3.7,3.49,3.28,3.04,2.75,4.37,4.16,4.01,3.89,3.78,3.67,3.56,3.44,3.27,"Cole Ragans","21846",666142
"Dylan Cease","SDP",12.4264,9.9547,18.4811,3.48004,32,32,0,0,,188.994,786.163,154.423,79.0191,73.0784,22.3642,70.6832,1.0102,6.4292,224.308,10.6817,3.36598,3.17343,1.065,0.28532,0.0899091,0.19541101902723312,0.217788,1.19108,0.285608,0.753818,0.379245,,3.55515,3.62607,3.81264,47.27000045776367,,,,,,,944.6,4.997883597883598,876,4.634920634920635,4.91,4.44,4.13,3.88,3.67,3.46,3.25,3.03,2.74,4.28,4.09,3.95,3.84,3.74,3.64,3.54,3.43,3.27,"Dylan Cease","18525",656302
"Corbin Burnes","ARI",12.2189,9.7767,18.39,3.68588,30.78,30.78,0,0,,189.849,792.687,178.107,84.674,77.751,20.0396,53.7315,0.2497,7.15,192.581,9.12953,2.54721,3.58414,0.95,0.242947,0.067784,0.17516306787729263,0.243381,1.22118,0.304454,0.722163,0.457687,,3.47197,3.62276,3.58152,37.04999923706055,,,,,,,900.2,4.737894736842105,893,4.7,5.19,4.71,4.4,4.14,3.92,3.71,3.49,3.26,2.96,4.54,4.35,4.21,4.1,3.99,3.89,3.79,3.67,3.51,"Corbin Burnes","19361",669203
"Pablo López","MIN",12.1012,10.5431,18.6335,3.62668,32,32,0,0,,193.107,797.632,176.97,84.3595,77.8151,23.7307,48.3453,0.8638,8.6072,202.397,9.43297,2.2532,4.18648,1.106,0.253747,0.060611,0.19313592463731766,0.23893,1.16679,0.297812,0.733792,0.431337,,3.5526,3.56441,3.48486,73.29000091552734,,,,,,,905.8,4.693264248704663,886,4.590673575129534,5.09,4.62,4.31,4.06,3.84,3.63,3.42,3.19,2.89,4.46,4.27,4.13,4.01,3.91,3.81,3.7,3.58,3.43,"Pablo Lopez","17085",641154
"Logan Webb","SFG",12.2949,10.8176,20.6535,3.42252,32,32,0,0,,201.109,838.305,200.216,85.059,76.4779,16.7815,45.4437,0.8442,6.4264,174.48,7.80828,2.03369,3.83947,0.751,0.208134,0.054209,0.15392489358782768,0.254587,1.22152,0.308203,0.722887,0.558,,3.28984,3.55766,3.64598,98.33999633789062,,,,,,,953.3000000000002,4.742786069651742,979,4.870646766169155,4.92,4.47,4.17,3.93,3.72,3.52,3.31,3.09,2.8,4.32,4.13,4,3.89,3.79,3.69,3.59,3.47,3.32,"Logan Webb","17995",657277
"Logan Gilbert","SEA",12.2624,10.7102,20.1594,3.45348,32,32,0,0,,198.742,808.222,177.043,82.6247,76.2612,25.196,43.349,1.1162,6.1069,208.032,9.42072,1.96305,4.79901,1.141,0.257395,0.053635,0.20375998318195343,0.23333,1.10894,0.288937,0.744216,0.406066,,3.46763,3.49392,3.38263,26.360000610351562,,,,,,,973.9000000000001,4.893969849246232,939,4.71859296482412,4.83,4.38,4.08,3.84,3.62,3.42,3.22,3,2.72,4.23,4.04,3.91,3.8,3.7,3.6,3.5,3.38,3.23,"Logan Gilbert","22250",669302
"Framber Valdez","HOU",11.9085,9.1949,19.028,3.42525,29.16,29.16,0,0,,184.592,766.261,172.787,77.859,70.2528,15.6083,59.1531,0.3517,8.5944,177.033,8.63144,2.88407,2.9928,0.761,0.231035,0.0771971,0.15383806079626083,0.247364,1.2565,0.310709,0.733411,0.568853,,3.44864,3.49181,3.58953,61.900001525878906,,,,,,,872.4000000000001,4.715675675675676,867,4.686486486486486,4.95,4.48,4.17,3.92,3.7,3.49,3.28,3.05,2.76,4.31,4.12,3.99,3.88,3.78,3.68,3.58,3.46,3.31,"Framber Valdez","17295",664285
"Blake Snell","LAD",12.0078,8.2167,16.4153,3.4992,29.16,29.16,0,0,,169.982,711.52,133.985,71.5517,66.0891,20.6434,73.3563,0.412,5.0575,220.652,11.6828,3.88398,3.00795,1.093,0.310114,0.103098,0.20701610296964645,0.211632,1.21978,0.289277,0.76098,0.397896,,3.53299,3.40654,3.40804,44.5099983215332,,,,,,,859.3000000000001,5.054705882352941,785,4.617647058823529,5.01,4.5,4.17,3.91,3.68,3.46,3.25,3.01,2.71,4.35,4.14,3.99,3.87,3.76,3.66,3.55,3.42,3.25,"Blake Snell","13543",605483
"Max Fried","NYY",11.811,8.7742,17.6325,3.41671,29.16,29.16,0,0,,175.84,734.198,167.005,73.7129,66.7551,17.8966,49.4034,0.5286,6.5769,166.648,8.52952,2.5286,3.37321,0.916,0.22698,0.0672889,0.1596909761428833,0.24624,1.23071,0.302038,0.745718,0.509048,,3.54922,3.28816,3.42065,96.06999969482422,,,,,,,812.8,4.618181818181818,812,4.613636363636363,4.96,4.48,4.15,3.9,3.67,3.46,3.24,3.01,2.71,4.32,4.12,3.97,3.86,3.75,3.65,3.54,3.42,3.26,"Max Fried","13743",608331
"Sandy Alcantara","MIA",10.2206,11.2258,18.4966,3.80578,29.16,29.16,0,0,,188.83,789.752,186.414,87.1011,79.8494,21.0021,47.7342,0.7819,7.5777,170.048,8.10482,2.27511,3.56239,1.001,0.215318,0.060442,0.15487608686089516,0.253818,1.24,0.304407,0.718195,0.480345,,3.69006,3.27892,3.35782,137.64999389648438,,,,,,,828.7000000000002,4.384656084656085,844,4.465608465608466,5.39,4.88,4.55,4.28,4.05,3.83,3.6,3.36,3.05,4.78,4.54,4.38,4.25,4.12,4.01,3.88,3.75,3.56,"Sandy Alcantara","18684",645261
"Aaron Nola","PHI",11.6912,10.202,17.4885,3.84744,30.78,30.78,0,0,,187.668,780.323,178.315,86.7889,80.2266,26.5862,44.9474,0.7764,5.9351,185.23,8.88309,2.15555,4.12103,1.275,0.237376,0.057601,0.17977477610111237,0.244454,1.18967,0.293125,0.733564,0.428171,,3.84752,3.17157,3.23894,88.30000305175781,,,,,,,813.3,4.326063829787234,806,4.287234042553192,5.34,4.86,4.54,4.29,4.06,3.84,3.63,3.39,3.08,4.68,4.49,4.35,4.24,4.13,4.03,3.93,3.81,3.65,"Aaron Nola","16149",605400
"Cristopher Sánchez","PHI",11.3214,8.9274,16.4254,3.48566,29.16,29.16,0,0,,169.778,706.231,163.705,72.7651,65.7542,16.6948,47.7666,0.3948,5.7812,148.823,7.88919,2.53213,3.11564,0.885,0.210729,0.0676359,0.14309298247098923,0.250819,1.24558,0.301767,0.737413,0.537753,,3.63786,3.15388,3.53279,144.05999755859375,,,,,,,758.5000000000001,4.461764705882354,765,4.5,5.07,4.57,4.24,3.97,3.74,3.52,3.3,3.06,2.76,4.42,4.2,4.06,3.93,3.82,3.72,3.61,3.48,3.31,"Cristopher Sanchez","20778",650911
"Spencer Strider","ATL",9.5836,5.9167,12.937,3.1948,22.68,22.68,0,0,,128.581,522.048,99.3311,49.2896,45.6432,14.1724,42.0275,0.4996,5.1166,170.027,11.9011,2.94172,4.04562,0.992,0.325693,0.0805051,0.24518819898366928,0.20916,1.09938,0.29294,0.757662,0.377736,,3.05463,3.15324,3.33248,101.01000213623047,,,,,,,723.9999999999999,5.612403100775193,662,5.131782945736434,4.78,4.21,3.85,3.56,3.31,3.08,2.85,2.6,2.29,4.06,3.83,3.67,3.54,3.42,3.3,3.18,3.05,2.87,"Spencer Strider","27498",675911
"Yoshinobu Yamamoto","LAD",11.1032,7.8524,14.9576,3.53753,27.54,27.54,0,0,,157.896,650.581,143.687,67.6983,62.0624,18.4914,42.79,0.3799,5.2112,164.607,9.38255,2.43901,3.84687,1.054,0.253016,0.065772,0.1872440129518509,0.238453,1.18101,0.298454,0.739644,0.465301,,3.51593,3.1078,3.0447,59.349998474121094,,,,,,,759.4,4.8063291139240505,742,4.69620253164557,5.13,4.6,4.26,3.98,3.74,3.52,3.29,3.05,2.73,4.44,4.22,4.07,3.95,3.83,3.72,3.61,3.48,3.31,"Yoshinobu Yamamoto","33825",808967
"Joe Ryan","MIN",10.0368,9.0838,14.5526,3.76846,27.54,27.54,0,0,,159.709,655.081,140.801,71.2949,66.8729,23.8676,37.246,0.2666,6.6949,177.18,9.98454,2.09891,4.75702,1.345,0.27047,0.0568571,0.21361296251416206,0.23039,1.11482,0.285138,0.738092,0.327705,,3.71587,3.09761,2.73886,93.91999816894531,,,,,,,744.1999999999999,4.651249999999999,710,4.4375,5.3,4.77,4.42,4.14,3.9,3.67,3.44,3.19,2.87,4.61,4.38,4.23,4.1,3.99,3.88,3.76,3.63,3.45,"Joe Ryan","21390",657746
"Freddy Peralta","MIL",11.1491,10.1923,16.2371,3.7507,30.78,30.78,0,0,,177.958,743.349,150.143,79.6822,74.1629,23.965,63.2709,0.4401,8.266,205.42,10.3889,3.19985,3.24667,1.212,0.276344,0.085116,0.19122793525457382,0.22349,1.19924,0.285195,0.74352,0.370702,,3.81447,3.07755,3.14656,103.55999755859375,,,,,,,829,4.657303370786517,775,4.353932584269663,5.26,4.76,4.43,4.16,3.93,3.71,3.49,3.25,2.94,4.6,4.39,4.24,4.12,4.01,3.9,3.79,3.67,3.5,"Freddy Peralta","18679",642547
"Michael King","SDP",11.498,9.9183,16.8458,3.64586,30.78,30.78,0,0,,179.519,752.701,156.755,78.9566,72.7225,21.7617,64.3507,0.8483,7.5413,191.301,9.59068,3.22615,2.97279,1.091,0.254153,0.085493,0.16866005957126617,0.230248,1.23165,0.288604,0.745644,0.420677,,3.81252,3.06976,3.22086,62.720001220703125,,,,,,,819.2,4.551111111111111,780,4.333333333333333,5.18,4.68,4.35,4.09,3.85,3.63,3.41,3.17,2.87,4.55,4.33,4.17,4.05,3.93,3.82,3.7,3.57,3.4,"Michael King","19853",650633
"Hunter Brown","HOU",10.785,9.3581,15.3765,3.69888,29.16,29.16,0,0,,167.533,702.738,152.507,75.2498,68.8537,18.3355,57.8635,0.312,6.4884,174.888,9.39511,3.10847,3.02242,0.985,0.248866,0.0823401,0.1665259450674057,0.238894,1.25569,0.301397,0.731565,0.489714,,3.6538,3.00402,2.79736,98.58000183105469,,,,,,,782,4.654761904761905,764,4.5476190476190474,5.3,4.78,4.44,4.17,3.93,3.71,3.48,3.23,2.92,4.62,4.4,4.25,4.13,4.02,3.91,3.79,3.67,3.49,"Hunter Brown","25880",686613
"Yusei Kikuchi","LAA",11.0158,10.2222,15.9048,3.76009,30.78,30.78,0,0,,176.11,727.726,156.378,79.3658,73.5764,24.8706,54.8218,0.2525,6.0212,195.827,10.0076,2.80164,3.57206,1.271,0.269094,0.075333,0.19376081973314285,0.23449,1.19925,0.294736,0.747438,0.420854,,3.8149,2.993,3.15444,170.38999938964844,,,,,,,798.3000000000001,4.535795454545455,764,4.340909090909091,5.28,4.78,4.45,4.19,3.95,3.73,3.51,3.27,2.96,4.61,4.41,4.26,4.14,4.03,3.93,3.82,3.69,3.53,"Yusei Kikuchi","20633",579328
"Shota Imanaga","CHC",11.0698,9.6819,17.1098,3.68741,29.16,29.16,0,0,,177.966,733.88,165.351,78.4169,72.9148,25.9237,38.7547,0.3992,5.7331,178.963,9.0504,1.95988,4.61783,1.311,0.243858,0.052808,0.19105017557740211,0.23985,1.14688,0.287772,0.748983,0.363271,,3.79888,2.91693,3.16266,78.08999633789062,,,,,,,791.4000000000001,4.4460674157303375,775,4.353932584269663,5.19,4.69,4.36,4.09,3.86,3.64,3.42,3.18,2.88,4.54,4.33,4.18,4.05,3.94,3.83,3.72,3.59,3.42,"Shota Imanaga","33829",684007
"George Kirby","SEA",9.9578,9.1208,15.127,3.53738,27.54,27.54,0,0,,158.935,648.451,149.645,67.7815,62.4683,20.5203,24.337,0.3839,6.323,150.71,8.53425,1.37813,6.19265,1.162,0.232416,0.037531,0.19488505646586418,0.242226,1.09467,0.289154,0.731139,0.412638,,3.52715,2.86442,2.50645,100.83999633789062,,,,,,,740.3000000000002,4.6559748427672965,734,4.616352201257862,5.05,4.54,4.2,3.94,3.7,3.48,3.26,3.02,2.71,4.35,4.15,4.01,3.89,3.79,3.69,3.58,3.46,3.3,"George Kirby","25436",669923
"Nathan Eovaldi","TEX",10.9633,9.6744,16.4623,3.78775,29.16,29.16,0,0,,175.964,734.408,167.908,80.4872,74.0565,21.8,47.0844,0.5192,6.8087,170.74,8.73281,2.40821,3.62626,1.115,0.232487,0.064112,0.16837506741285324,0.246736,1.22179,0.299416,0.729134,0.455994,,3.75523,2.86385,2.81456,203.2899932861328,,,,,,,775.0000000000002,4.403409090909093,774,4.3977272727272725,5.35,4.85,4.52,4.25,4.01,3.79,3.57,3.32,3.01,4.68,4.47,4.32,4.2,4.09,3.99,3.88,3.75,3.58,"Nathan Eovaldi","9132",543135
"Kevin Gausman","TOR",11.8159,10.8513,17.6467,3.91309,32,32,0,0,,193.238,812.265,182.562,90.5742,84.0174,25.5074,54.7848,0.4248,4.9719,192.398,8.96088,2.55159,3.51188,1.188,0.236866,0.067447,0.1694188341498375,0.242604,1.22826,0.293778,0.727907,0.392904,,3.81889,2.833,2.56726,166.66000366210938,,,,,,,836.6000000000001,4.334715025906736,831,4.305699481865285,5.41,4.93,4.61,4.35,4.12,3.91,3.69,3.45,3.14,4.77,4.56,4.42,4.3,4.2,4.09,3.98,3.86,3.7,"Kevin Gausman","14107",592332
"Hunter Greene","CIN",10.2316,10.2116,14.6109,4.1671,29.16,29.16,0,0,,172.061,729.998,149.104,84.7834,79.6659,27.2047,62.9302,0.3154,11.6741,204.929,10.7192,3.2917,3.25644,1.423,0.280725,0.086206,0.1945190131664276,0.227503,1.23233,0.288002,0.731547,0.340265,,4.14065,2.83235,2.71575,94.69999694824219,,,,,,,738.2999999999998,4.292441860465115,694,4.034883720930233,5.74,5.21,4.86,4.58,4.33,4.09,3.85,3.59,3.26,5.06,4.83,4.67,4.53,4.41,4.29,4.16,4.02,3.84,"Hunter Greene","22182",668881
"Tanner Houck","BOS",11.0615,10.4238,15.0642,3.96434,40.16,29.16,0,0.6411,,182.684,777.584,184.009,87.9438,80.4691,18.2684,55.9147,1.1624,11.1163,162.245,7.99307,2.75466,2.90166,0.9,0.208653,0.0719082,0.13674484938383102,0.258966,1.31333,0.312696,0.709034,0.519819,,3.79101,2.81358,2.97704,225.72999572753906,,,,,,,781.4,4.269945355191257,808,4.415300546448087,5.76152,5.1506,4.75604,4.44774,4.17787,3.93342,3.68258,3.41476,3.07994,4.94243,4.71364,4.55424,4.42484,4.30544,4.18665,4.06725,3.93725,3.74905,"Tanner Houck","19879",656557
"Luis Castillo","SEA",11.1134,10.6108,17.5869,3.65785,30.78,30.78,0,0,,184.327,767.389,166.686,81.2236,74.9156,23.7782,52.5877,1.1104,6.8804,187.302,9.14527,2.56766,3.56171,1.161,0.244077,0.0685281,0.17554903030395508,0.235458,1.18959,0.287632,0.742267,0.412052,,3.77907,2.78989,2.62827,100.88999938964844,,,,,,,826.2,4.490217391304348,802,4.358695652173913,5.12,4.64,4.32,4.07,3.84,3.63,3.42,3.18,2.88,4.47,4.28,4.14,4.02,3.92,3.82,3.71,3.59,3.43,"Luis Castillo","15689",622491
"Shane McClanahan","TBR",9.7568,7.9153,13.771,3.42868,32.3,24.3,0,0.6854,,149.61,614.188,131.743,62.1334,56.996,17.5708,43.6746,0.5496,4.3257,164.401,9.88977,2.62731,3.76422,1.057,0.267672,0.0711095,0.19656211882829666,0.232684,1.1725,0.297156,0.751129,0.451729,,3.45804,2.76128,2.77188,154.27000427246094,,,,,,,733.3999999999999,4.889333333333332,704,4.693333333333333,5.19647,4.54305,4.14401,3.83102,3.55712,3.31642,3.07054,2.81626,2.49626,4.38097,4.13257,3.97257,3.83364,3.70417,3.58524,3.46524,3.32631,3.13738,"Shane McClanahan","21483",663556
"Justin Steele","CHC",10.8377,9.3672,15.9272,3.58201,29.16,29.16,0,0,,168.613,697.325,156.75,73.1556,67.1082,19.0346,47.0478,0.5523,6.4977,164.635,8.78765,2.51125,3.49931,1.016,0.236095,0.067469,0.16862597316503525,0.243485,1.20867,0.299311,0.73747,0.454682,,3.63392,2.75036,3.11996,118.05999755859375,,,,,,,779.7,4.613609467455621,769,4.550295857988166,5.14,4.64,4.3,4.03,3.8,3.58,3.35,3.11,2.8,4.48,4.26,4.12,3.99,3.88,3.77,3.66,3.53,3.36,"Justin Steele","17312",657006
"Carlos Rodón","NYY",11.3342,10.042,15.6324,3.96506,30.78,30.78,0,0,,178.703,748.652,156.911,83.8936,78.7299,27.3813,55.4444,0.4267,7.8676,202.09,10.1778,2.79234,3.64491,1.379,0.269938,0.074059,0.19587913155555725,0.228954,1.18832,0.284139,0.738195,0.326173,,3.95949,2.74241,2.54004,140.91000366210938,,,,,,,799.3,4.46536312849162,759,4.240223463687151,5.47,4.97,4.63,4.36,4.12,3.9,3.67,3.42,3.11,4.81,4.59,4.44,4.32,4.2,4.09,3.98,3.85,3.67,"Carlos Rodon","16137",607074
"Spencer Schwellenbach","ATL",11.4745,8.8951,15.7922,3.79242,29.16,29.16,0,0,,171.934,715.793,164.536,78.574,72.4494,21.2051,42.954,0.6478,7.5888,165.881,8.68316,2.24846,3.86182,1.11,0.231744,0.060009,0.17173511534929276,0.24733,1.2068,0.299753,0.725051,0.44081,,3.72212,2.72218,2.94893,78.30000305175781,,,,,,,764.5,4.444767441860465,766,4.453488372093023,5.42,4.88,4.53,4.25,4,3.76,3.53,3.27,2.95,4.8,4.54,4.36,4.21,4.08,3.95,3.82,3.67,3.47,"Spencer Schwellenbach","31846",680885
"Reynaldo López","ATL",11.8255,9.534,15.8564,3.90645,30.78,30.78,0,0,,178.861,752.463,163.455,83.6475,77.6344,22.1588,61.2151,0.4071,5.7827,189.149,9.5177,3.08025,3.08991,1.115,0.251373,0.081353,0.17002005130052567,0.238459,1.25612,0.297995,0.728243,0.39992,,3.78574,2.68897,2.87803,172.38999938964844,,,,,,,807.2,4.5094972067039105,786,4.391061452513966,5.49,4.97,4.62,4.34,4.1,3.87,3.64,3.38,3.06,4.87,4.62,4.45,4.31,4.18,4.05,3.93,3.78,3.59,"Reynaldo Lopez","16400",625643
"MacKenzie Gore","WSN",10.6676,10.4859,15.6888,3.74108,30.78,30.78,0,0,,174.386,732.407,151.447,78.4018,72.488,21.5657,65.3966,0.3179,7.4867,187.658,9.68496,3.3751,2.86954,1.113,0.256221,0.08929,0.16693096607923508,0.229632,1.24347,0.288434,0.741713,0.406919,,3.87576,2.68131,3.19524,200.7899932861328,,,,,,,784.4,4.508045977011494,744,4.275862068965517,5.29,4.78,4.44,4.18,3.94,3.72,3.49,3.25,2.93,4.64,4.41,4.26,4.13,4.02,3.91,3.79,3.66,3.49,"MacKenzie Gore","22201",669022
"Seth Lugo","KCR",10.9698,11.1216,16.9177,4.14444,30.78,30.78,0,0,,190.341,810.308,193.997,94.7496,87.6509,23.412,53.6246,0.6693,7.7514,165.837,7.84134,2.53556,3.09255,1.107,0.204659,0.066178,0.13848093897104263,0.259032,1.30093,0.304789,0.711546,0.434609,,3.99032,2.66141,2.67412,179.72999572753906,,,,,,,764.6999999999999,4.024736842105263,797,4.1947368421052635,5.73,5.23,4.89,4.62,4.38,4.16,3.93,3.68,3.36,5.08,4.86,4.7,4.57,4.46,4.34,4.23,4.09,3.91,"Seth Lugo","12447",607625
"Roki Sasaki","LAD",9.6694,6.8277,12.5395,3.5445,24.3,24.3,0,0,,135.386,559.676,112.793,57.4891,53.3194,17.1188,44.2318,0.3772,6.4139,165.167,10.9798,2.94039,3.73413,1.138,0.295112,0.0790311,0.21608108282089233,0.221583,1.15983,0.29281,0.748059,0.394528,,3.49256,2.64942,2.72275,999,,,,,,,676.0999999999999,5.008148148148147,634,4.696296296296296,5.19,4.62,4.24,3.95,3.69,3.45,3.21,2.95,2.62,4.46,4.22,4.05,3.91,3.79,3.67,3.54,3.4,3.22,"Roki Sasaki","35323",808963
"Ranger Suárez","PHI",10.3139,8.5853,13.3335,3.59745,37.92,25.92,0,0.594,,157.942,663.451,150.264,69.4554,63.1319,16.6892,50.1772,1.0693,5.2804,142.834,8.13909,2.85925,2.84658,0.951,0.215289,0.0756306,0.13965824246406555,0.247148,1.26908,0.297846,0.739714,0.5002,,3.78484,2.64209,3.02225,278.0299987792969,,,,,,,695.1000000000001,4.399367088607596,694,4.3924050632911396,5.41497,4.76544,4.35682,4.04642,3.77515,3.52072,3.27856,3.01172,2.68716,4.5053,4.29606,4.15682,4.03758,3.92834,3.8191,3.70985,3.58137,3.41213,"Ranger Suarez","17277",624133
"Brandon Woodruff","MIL",9.6096,8.7581,14.7667,3.7561,25.92,25.92,0,0,,156.678,647.429,140.754,70.3134,65.3886,21.7086,41.8867,0.2635,6.3811,166.8,9.58147,2.40609,3.98218,1.247,0.257635,0.064697,0.19293805211782455,0.234918,1.16571,0.289893,0.737788,0.385609,,3.7627,2.62583,2.83707,254.5399932861328,,,,,,,714.5999999999998,4.551592356687896,689,4.388535031847134,5.38,4.83,4.47,4.18,3.92,3.69,3.45,3.19,2.86,4.71,4.46,4.29,4.14,4.01,3.89,3.76,3.61,3.42,"Brandon Woodruff","16162",605540
"Zach Eflin","BAL",10.8456,9.7916,16.0503,3.91048,29.16,29.16,0,0,,175.851,730.277,179.634,82.8156,76.4068,24.6973,30.7812,0.8851,5.9459,148.184,7.58399,1.57537,4.81409,1.264,0.202914,0.04215,0.16076406836509705,0.259007,1.19656,0.297573,0.725662,0.43879,,3.93349,2.61756,2.30778,192.4199981689453,,,,,,,711.9000000000001,4.044886363636365,740,4.204545454545454,5.49,4.98,4.64,4.37,4.13,3.91,3.68,3.43,3.11,4.82,4.6,4.45,4.33,4.21,4.1,3.99,3.86,3.68,"Zach Eflin","13774",621107
"Kodai Senga","NYM",10.3501,8.7024,14.3655,3.78249,33.92,25.92,0,0.6719,,163.289,692.296,142.161,74.4065,68.6264,19.5765,66.593,0.5067,6.2674,176.382,9.72165,3.67041,2.64865,1.079,0.254778,0.0961915,0.1585865169763565,0.229501,1.27843,0.289471,0.740831,0.421483,,3.90329,2.59618,2.34613,155.4199981689453,,,,,,,728,4.466257668711656,692,4.245398773006135,5.56692,4.92461,4.51591,4.20288,3.93671,3.68642,3.43858,3.16467,2.8332,4.76983,4.5113,4.34179,4.20228,4.07277,3.94375,3.81473,3.67473,3.47619,"Kodai Senga","31838",673540
